iter	Logloss
130	0.03679345546
131	0.03654083227
132	0.03625271018
133	0.03602292444
134	0.03579174913
135	0.03556424713
136	0.03543226091
137	0.03525044172
138	0.03508986274
139	0.03486371692
140	0.0346487348
141	0.03443636494
142	0.03429290173
143	0.0341009993
144	0.03388677073
145	0.03375626627
146	0.0335232989
147	0.03324569499
148	0.03301962832
149	0.03287536734
150	0.03262167779
151	0.03244051005
152	0.03234500898
153	0.03222438524
154	0.03187884004
155	0.03166711102
156	0.03154739327
157	0.03135983614
158	0.03120429611
159	0.03107247313
160	0.03089376442
161	0.0306036119
162	0.03046333246
163	0.03036270799
164	0.03026470376
165	0.03017334927
166	0.03003255032
167	0.02996298743
168	0.029811432
169	0.02968640742
170	0.02956831173
171	0.02937176057
172	0.02924242833
173	0.02907830839
174	0.02893504239
175	0.02877323915
176	0.0286751725
177	0.02852391067
178	0.02843897067
179	0.02834671048
180	0.02826185832
181	0.02808753451
182	0.02797473367
183	0.02785421775
184	0.02775382173
185	0.02768082552
186	0.02759568347
187	0.02746960602
188	0.02731380411
189	0.02719101162
190	0.02711884188
191	0.02703305004
192	0.02696262445
193	0.02683346578
194	0.02675461699
195	0.02660596579
196	0.02648814063
197	0.02636345614
198	0.02623150323
199	0.02612974532
200	0.02603602561
201	0.02595212399
202	0.02588933701
203	0.02577671836
204	0.02569906962
205	0.02561306798
206	0.02552660384
207	0.02541262945
208	0.02534104852
209	0.02524197768
210	0.0251456701
211	0.02503940619
212	0.02493746045
213	0.02480645462
214	0.02465058507
215	0.02451371577
216	0.02444341392
217	0.02440326868
218	0.02431758996
219	0.0241905788
220	0.02407003917
221	0.02399991546
222	0.02394709424
223	0.0238798886
224	0.02374140615
225	0.02367542461
226	0.02355944566
227	0.02348065493
228	0.02342487208
229	0.0233399678
230	0.02326360452
231	0.02319448246
232	0.02318395089
233	0.02305918518
234	0.02295000162
235	0.0228606221
236	0.02278240967
237	0.02274656145
238	0.02270548738
239	0.02258761878
240	0.02249522228
241	0.02238521601
242	0.02231379547
243	0.02216135539
244	0.02212326043
245	0.02210910232
246	0.02202583033
247	0.02191363363
248	0.02180720878
249	0.0217484595
250	0.02168875428
251	0.02162437518
252	0.02155678625
253	0.02147677639
254	0.02141707292
255	0.02134611493
256	0.02121502209
257	0.02115600966
258	0.02112366438
259	0.02107087406
260	0.02100838983
261	0.02083452031
262	0.02075188203
263	0.02064593458
264	0.02059141833
265	0.02054369957
266	0.02046596257
267	0.0203627252
268	0.02029430132
269	0.02020327776
270	0.02015502596
271	0.02008774108
272	0.02002932727
273	0.01996202747
274	0.01988889994
275	0.01977545736
276	0.01976302325
277	0.01974154724
278	0.01970999255
279	0.01961651765
280	0.01953860016
281	0.0194554036
282	0.01936777232
283	0.01932761325
284	0.01928326925
285	0.01920151389
286	0.01917780193
287	0.01913174517
288	0.01909646258
289	0.01906098416
290	0.01894722419
291	0.01887313407
292	0.01877906237
293	0.01871795855
294	0.01867015395
295	0.01859679531
296	0.01855629067
297	0.01846816178
298	0.01842547685
299	0.01834902769
300	0.01826911054
301	0.01822231723
302	0.0181295293
303	0.01806726775
304	0.01799129688
305	0.01792026749
306	0.01789788511
307	0.0178801338
308	0.01781642389
309	0.01775621123
310	0.0177137113
311	0.01765050392
312	0.01762767408
313	0.01758608041
314	0.01755282648
315	0.0174779841
316	0.01744426019
317	0.01738056876
318	0.01736877768
319	0.01735477658
320	0.01729889687
321	0.01725007587
322	0.0171998139
323	0.01715713525
324	0.01709975527
325	0.01702691774
326	0.01695536769
327	0.01688113852
328	0.01677279823
329	0.01674499711
330	0.01670311105
331	0.0166568538
332	0.01661957489
333	0.01657258268
334	0.01652921383
335	0.01647210278
336	0.01642681855
337	0.0163920366
338	0.01636405362
339	0.01631676959
340	0.01628318838
341	0.01623355475
342	0.01618036548
343	0.01613351708
344	0.0160717499
345	0.01601647109
346	0.01599929088
347	0.01597974231
348	0.01594060151
349	0.01591518762
350	0.01585780651
351	0.01582458879
352	0.01576620635
353	0.01573745295
354	0.01566914646
355	0.01565091679
356	0.01561630526
357	0.01559978447
358	0.01557952913
359	0.01552921427
360	0.01547105345
361	0.015414775
362	0.0153803801
363	0.01532367045
364	0.01527183174
365	0.01522833033
366	0.01519565219
367	0.01516442519
368	0.01511702787
369	0.01506108521
370	0.0150017168
371	0.0149690428
372	0.01491994374
373	0.01486518903
374	0.01481076571
375	0.0147526223
376	0.01473370262
377	0.01472085359
378	0.01468726637
379	0.01464569189
380	0.01461027182
381	0.01456947399
382	0.01452918626
383	0.01449567853
384	0.01445445335
385	0.01442589911
386	0.01436972771
387	0.01434048661
388	0.01429534735
389	0.0142759045
390	0.01423169935
391	0.01417465691
392	0.01414051635
393	0.01410974208
394	0.0140525722
395	0.01400570816
396	0.01395004057
397	0.01389473275
398	0.01384621804
399	0.01377843283
400	0.01373231851
401	0.01369947843
402	0.01363499141
403	0.01357583582
404	0.0135609045
405	0.01351023395
406	0.01346633175
407	0.01343076771
408	0.01338985993
409	0.01333485012
410	0.01328970227
411	0.01325009384
412	0.01321459943
413	0.01317003055
414	0.013163981
415	0.01311177424
416	0.01305324025
417	0.01300396091
418	0.01299196629
419	0.01294469274
420	0.01289264962
421	0.01285822776
422	0.01284701688
423	0.01281757116
424	0.01280034371
425	0.0127873668
426	0.01274806303
427	0.01269289268
428	0.01266218256
429	0.0126243975
430	0.01258196482
431	0.01254748609
432	0.0125198887
433	0.01247432277
434	0.0124258664
435	0.01239060319
436	0.01236595359
437	0.01234396458
438	0.01230643794
439	0.012278459
440	0.01224862773
441	0.01223058604
442	0.01217341396
443	0.01215547653
444	0.01215198001
445	0.01211056427
446	0.01208673957
447	0.01203805399
448	0.01201462725
449	0.01197214156
450	0.01195757904
451	0.01191213931
452	0.01187831823
453	0.01183935078
454	0.01180651521
455	0.01177795314
456	0.0117518278
457	0.01171147669
458	0.01169560371
459	0.01166862728
460	0.01162651391
461	0.01161723898
462	0.01157399853
463	0.01153337394
464	0.01151615054
465	0.01149280982
466	0.01148436535
467	0.01144363484
468	0.01140879423
469	0.01138098993
470	0.01137175278
471	0.01132038881
472	0.01128947257
473	0.0112845221
474	0.01125466932
475	0.01121136389
476	0.01118522498
477	0.01115187266
478	0.01111851298
479	0.01108273334
480	0.01104109722
481	0.01100218604
482	0.01094661407
483	0.01091314985
484	0.01089196618
485	0.01087128796
486	0.01084288956
487	0.01083022992
488	0.01080146962
489	0.01079891524
490	0.01076779657
491	0.01075967196
492	0.0107363742
493	0.01069884484
494	0.01066519372
495	0.01062019364
496	0.01058554777
497	0.0105627008
498	0.01054066628
499	0.01051802838
500	0.010492419
501	0.01048198356
502	0.01047080298
503	0.01044384926
504	0.01042153648
505	0.01041078168
506	0.01039336866
507	0.01035517847
508	0.01033464353
509	0.01032671958
510	0.01028635176
511	0.01027607711
512	0.0102506299
513	0.01022714942
514	0.01020062152
515	0.01017227094
516	0.01015789101
517	0.01013457077
518	0.01009335155
519	0.01008412131
520	0.01007833465
521	0.01004789476
522	0.01002798311
523	0.01001112358
524	0.009992450851
525	0.009960011503
526	0.009944665111
527	0.009919834452
528	0.009900665779
529	0.009877977325
530	0.009850432391
531	0.009820688772
532	0.009799093191
533	0.009772780132
534	0.009746494043
535	0.009723556239
536	0.009689504476
537	0.009676655273
538	0.009662267583
539	0.009636049231
540	0.009607870014
541	0.009590440917
542	0.00956706199
543	0.009539958627
544	0.009519644138
545	0.009503034352
546	0.00948529331
547	0.009462239403
548	0.009446291875
549	0.009428412851
550	0.009404924844
551	0.009384961303
552	0.009374082884
553	0.009351152734
554	0.009330502998
555	0.00930209575
556	0.009276203414
557	0.009235522067
558	0.0092184409
559	0.009179110288
560	0.009163672434
561	0.009135944651
562	0.009108338497
563	0.009091166798
564	0.009080773185
565	0.009066075253
566	0.009044191511
567	0.009025586686
568	0.009009179656
569	0.00898199298
570	0.008951959051
571	0.008925311219
572	0.008924102383
573	0.008908196327
574	0.008878253752
575	0.008846523828
576	0.008820346804
577	0.008804155677
578	0.008785327138
579	0.008760719754
580	0.008741489379
581	0.008716571756
582	0.008699910233
583	0.008679261742
584	0.008673446613
585	0.008658377485
586	0.008643595168
587	0.008630110666
588	0.008610577157
589	0.008583719128
590	0.008548640153
591	0.008529844065
592	0.008508337228
593	0.008492069737
594	0.008472448501
595	0.008459191181
596	0.008434576911
597	0.008418907234
598	0.008397568314
599	0.008381440959
600	0.008357265157
601	0.008350544061
602	0.008333293624
603	0.008317913244
604	0.00830179527
605	0.008288732288
606	0.008271314264
607	0.008253248347
608	0.008234870206
609	0.008217211165
610	0.008202912235
611	0.008184173286
612	0.008170185205
613	0.008159085516
614	0.008140796703
615	0.008125146232
616	0.008111825431
617	0.008088869512
618	0.008071050139
619	0.00805890196
620	0.00804069906
621	0.008022048009
622	0.008003996517
623	0.007986358308
624	0.007955388593
625	0.007950191717
626	0.007938949552
627	0.00790790946
628	0.007888988231
629	0.007871845363
630	0.007861735443
631	0.007853239331
632	0.007842051618
633	0.007829321731
634	0.007807718879
635	0.007798487963
636	0.007788294131
637	0.007777202964
638	0.007757912042
639	0.007747001169
640	0.007717160402
641	0.007705286481
642	0.007689553862
643	0.007668688521
644	0.007667245058
645	0.007639402397
646	0.00762583092
647	0.007612635825
648	0.007603239702
649	0.007587793627
650	0.007577513152
651	0.007565176753
652	0.007549427083
653	0.007533581247
654	0.007521312657
655	0.007514509234
656	0.00750533174
657	0.007498960271
658	0.007479485116
659	0.007459493638
660	0.007440459106
661	0.007429136563
662	0.007395450544
663	0.007382068532
664	0.007355871169
665	0.0073316626
666	0.007320055444
667	0.007305167452
668	0.007288043582
669	0.00727390105
670	0.007260061253
671	0.00724817755
672	0.007242516253
673	0.007221308423
674	0.00719684801
675	0.007170639617
676	0.007162241302
677	0.007143673082
678	0.007125513837
679	0.007114315398
680	0.007095294444
681	0.007080358525
682	0.007072426754
683	0.007050186962
684	0.007039323833
685	0.007014205194
686	0.007004063404
687	0.006989052621
688	0.006976005865
689	0.006963119396
690	0.006954430165
691	0.006935463867
692	0.006922690202
693	0.006913408954
694	0.006903119989
695	0.006884801567
696	0.006874851041
697	0.006869497735
698	0.00684702381
699	0.006836826321
700	0.006826574102
701	0.006821566976
702	0.006804895868
703	0.006784171643
704	0.006773724707
705	0.006765675271
706	0.00675572492
707	0.00673606012
708	0.006725909921
709	0.006712498657
710	0.006703258054
711	0.006693390782
712	0.006677734738
713	0.006668379159
714	0.006658874921
715	0.006650750658
716	0.006639347975
717	0.006629492312
718	0.006617570388
719	0.006608073713
720	0.006579608926
721	0.006570176355
722	0.006558266155
723	0.006550184086
724	0.006533240781
725	0.006521102491
726	0.006511831329
727	0.006506158668
728	0.00649722192
729	0.006488027963
730	0.006479197448
731	0.006473700207
732	0.00644650161
733	0.006435061387
734	0.00642076235
735	0.006394310292
736	0.006387574562
737	0.006371313586
738	0.006345524731
739	0.006338928783
740	0.006331417311
741	0.006318016872
742	0.00630316153
743	0.006278062743
744	0.006271509526
745	0.006256280924
746	0.006242549648
747	0.006218244954
748	0.006194473228
749	0.00618516983
750	0.006179837454
751	0.006171328084
752	0.006148104179
753	0.006139028236
754	0.00613380328
755	0.006120314476
756	0.006111473459
757	0.006102822757
758	0.006096450721
759	0.006073930573
760	0.006058337979
761	0.006053248409
762	0.006047015232
763	0.006038604273
764	0.006026305163
765	0.006007325101
766	0.005992574755
767	0.005979124866
768	0.005970973712
769	0.005957739575
770	0.005949400631
771	0.005941350733
772	0.00593345322
773	0.005928576899
774	0.005916846877
775	0.005898743776
776	0.005878707527
777	0.005873532433
778	0.005858535013
779	0.005849406247
780	0.005841865993
781	0.005834305582
782	0.005818349954
783	0.005813682201
784	0.005806284534
785	0.005798948728
786	0.005788645833
787	0.005777781829
788	0.005773227531
789	0.005755842942
790	0.005747381311
791	0.005739088402
792	0.005726996698
793	0.005719953833
794	0.005699170243
795	0.005683882586
796	0.005675811006
797	0.005668144522
798	0.005658230841
799	0.005638821027
800	0.00562954353
801	0.005610110374
802	0.005600842546
803	0.005593652644
804	0.005590105548
805	0.005580068472
806	0.005571419838
807	0.005563659981
808	0.00555605083
809	0.005546183847
810	0.005533624316
811	0.005526183642
812	0.005518885483
813	0.005514673491
814	0.005508592411
815	0.005505131847
816	0.005493502441
817	0.005485878559
818	0.00547688359
819	0.0054694444
820	0.005462827595
821	0.005447067442
822	0.005439741955
823	0.005432558147
824	0.00542322341
825	0.005407808504
826	0.00539961919
827	0.00539131603
828	0.005379842354
829	0.005375000987
830	0.005357244449
831	0.00534932962
832	0.005342360681
833	0.005336777778
834	0.005321835173
835	0.00530721506
836	0.005300018021
837	0.005293581549
838	0.005283026726
839	0.005279161196
840	0.005262081201
841	0.005254554675
842	0.005247875429
843	0.00524085002
844	0.005231567424
845	0.005217472739
846	0.005205635487
847	0.005201917589
848	0.005191688345
849	0.005185131565
850	0.005179581429
851	0.005167983629
852	0.005158028133
853	0.005151606037
854	0.00514155381
855	0.005127869748
856	0.005120550735
857	0.005114327855
858	0.005107915591
859	0.005103280484
860	0.005089962412
861	0.00508348984
862	0.005082730494
863	0.005075227536
864	0.005071678333
865	0.005061945873
866	0.005050842627
867	0.005041379777
868	0.00503305699
869	0.005026307966
870	0.005013497198
871	0.005003233331
872	0.004993649501
873	0.004987560372
874	0.004980571531
875	0.00497260304
876	0.00497214843
877	0.00495973689
878	0.004953528142
879	0.004946442577
880	0.004937334008
881	0.004926846162
882	0.004916268091
883	0.004912862732
884	0.004904576399
885	0.004892680307
886	0.004892231946
887	0.004887757006
888	0.004884719037
889	0.004879888926
890	0.004866566797
891	0.004863240433
892	0.004857310608
893	0.004848657278
894	0.004838710043
895	0.004832888878
896	0.004818396176
897	0.004809367082
898	0.004803721878
899	0.004795518923
900	0.00478430474
901	0.004779727438
902	0.004772592823
903	0.004768513791
904	0.004759381275
905	0.004749749923
906	0.004741071992
907	0.004736836939
908	0.004731455
909	0.004721983047
910	0.004716147273
911	0.004707752501
912	0.004702214485
913	0.004696935395
914	0.004692809452
915	0.004684634077
916	0.004675261126
917	0.004669803083
918	0.004658803377
919	0.00465308544
920	0.004644975641
921	0.004636241263
922	0.004633983309
923	0.00462897203
924	0.004621251846
925	0.004615408298
926	0.004607384887
927	0.004597592102
928	0.004588527951
929	0.004583633053
930	0.004579702183
931	0.004572483491
932	0.004562169919
933	0.004554367825
934	0.004553608354
935	0.004545211806
936	0.004531690335
937	0.004524185542
938	0.004516174542
939	0.004508867006
940	0.004501936783
941	0.004489133421
942	0.004480506008
943	0.004474451599
944	0.004462637922
945	0.004446800255
946	0.004442213171
947	0.004437710722
948	0.004422275186
949	0.004414095896
950	0.004406235534
951	0.004405493537
952	0.004401109818
953	0.004392230778
954	0.004379363947
955	0.004373069761
956	0.004364716079
957	0.004358517043
958	0.004351441047
959	0.004348598557
960	0.004348253782
961	0.004344048169
962	0.004339081103
963	0.004324358948
964	0.004316909651
965	0.004308363761
966	0.004302324929
967	0.004297480539
968	0.004292342742
969	0.004283400978
970	0.004275172118
971	0.004266136949
972	0.004262126443
973	0.004254042606
974	0.004250097845
975	0.004242899156
976	0.00423521362
977	0.00423180526
978	0.004224552021
979	0.004218595183
980	0.004209955165
981	0.004201893625
982	0.00419223483
983	0.004181437269
984	0.004174012698
985	0.004166869147
986	0.004159870755
987	0.004152924219
988	0.004145346412
989	0.004141465955
990	0.004139176187
991	0.004135451957
992	0.00412722699
993	0.004126928789
994	0.004123096389
995	0.004117955362
996	0.004111115799
997	0.004104784463
998	0.004094459835
999	0.004086479903
